eshram_id,worker_name,week_start,week_end,platform,job_type,age,education,experience_months,zone,satisfaction,weekly_income_inr,avg_daily_income_inr,worked_this_week,income_bracket,platform_volatility_index
2396-3088-2429,Nikhil Banerjee,26-02-2024,03-03-2024,Amazon,Full-time,28,Primary,54,Semi-urban,Yes,5071,845,1,D,0.27
4963-7821-7884,Bharat Bhat,26-02-2024,03-03-2024,Amazon,Full-time,25,Primary,57,Urban,No,5163,860,1,D,0.27
4232-5218-7253,Shanti Trivedi,26-02-2024,03-03-2024,Amazon,Full-time,24,Primary,46,Urban,No,4236,706,1,D,0.27
2746-6763-3672,Sarita Dey,26-02-2024,03-03-2024,Amazon,Full-time,28,Primary,51,Urban,Yes,4882,814,1,D,0.27
1230-1892-1086,Arun Sen,26-02-2024,03-03-2024,Amazon,Full-time,29,Secondary,56,Urban,No,5352,892,1,D,0.27
4387-6738-2811,Seema Sen,26-02-2024,03-03-2024,Amazon,Full-time,29,Primary,4,Rural,Yes,4290,715,1,D,0.27
9265-4321-1594,Girish Rao,26-02-2024,03-03-2024,Amazon,Full-time,38,Secondary,53,Urban,No,3632,605,1,C,0.27
3496-4426-1355,Rakesh Shaikh,26-02-2024,03-03-2024,Amazon,Full-time,45,Primary,5,Urban,Sometimes,4683,780,1,D,0.27
9969-4113-2677,Bharat Naik,26-02-2024,03-03-2024,Amazon,Part-time,39,Primary,49,Urban,Always,984,164,1,A,0.27
8660-5353-2598,Ajay Kumar,26-02-2024,03-03-2024,Amazon,Full-time,41,Secondary,24,Urban,Sometimes,3884,647,1,C,0.27
3391-4834-2854,Sunil Kumar,26-02-2024,03-03-2024,Amazon,Part-time,39,Primary,45,Urban,Rarely,1876,313,1,A,0.27
6918-6429-4550,Kiran Verma,26-02-2024,03-03-2024,Amazon,Full-time,21,Primary,42,Urban,Yes,4297,716,1,D,0.27
5779-5313-9445,Kavita Nair,26-02-2024,03-03-2024,Amazon,Full-time,36,Secondary,6,Urban,Rarely,3401,567,1,B,0.27
6010-8812-6995,Nisha Malik,26-02-2024,03-03-2024,Amazon,Full-time,28,Primary,4,Urban,Sometimes,5678,946,1,D,0.27
1628-1185-5009,Mahesh Shenoy,26-02-2024,03-03-2024,Amazon,Full-time,22,Secondary,31,Semi-urban,Yes,4056,676,1,C,0.27
1621-9807-5954,Rohit Shetty,26-02-2024,03-03-2024,Amazon,Full-time,22,Secondary,29,Urban,Sometimes,4268,711,1,D,0.27
7558-2428-2814,Suman Reddy,26-02-2024,03-03-2024,Amazon,Part-time,34,Secondary,53,Semi-urban,Sometimes,2004,334,1,A,0.27
1688-6901-4145,Vinod Shaikh,26-02-2024,03-03-2024,Amazon,Full-time,43,Secondary,29,Urban,Sometimes,4338,723,1,D,0.27
4414-1094-1798,Bharat Shaikh,26-02-2024,03-03-2024,Amazon,Part-time,36,Primary,24,Semi-urban,Rarely,1323,220,1,A,0.27
2987-8989-5637,Asha Ahmed,26-02-2024,03-03-2024,Amazon,Full-time,37,Primary,37,Semi-urban,Always,5041,840,1,D,0.27
9046-6192-5651,Nikhil Hegde,26-02-2024,03-03-2024,Amazon,Full-time,23,Primary,50,Urban,Sometimes,4473,746,1,D,0.27
5860-2403-4817,Lalit Tiwari,26-02-2024,03-03-2024,Amazon,Part-time,37,Primary,30,Semi-urban,No,1572,262,1,A,0.27
7800-1547-6954,Ajay Mishra,26-02-2024,03-03-2024,Amazon,Part-time,41,Secondary,2,Urban,Always,1965,328,1,A,0.27
2738-7941-6804,Lalita Sharma,26-02-2024,03-03-2024,Amazon,Full-time,19,Primary,38,Rural,Always,2502,417,1,A,0.27
3256-5540-4851,Shanti Yadav,26-02-2024,03-03-2024,Amazon,Full-time,25,Secondary,12,Urban,Always,4698,783,1,D,0.27
7140-7812-4750,Ganesh Jain,26-02-2024,03-03-2024,Amazon,Full-time,19,Primary,45,Semi-urban,Sometimes,4409,735,1,D,0.27
5573-3048-3614,Neha Trivedi,26-02-2024,03-03-2024,Amazon,Full-time,41,Secondary,6,Rural,Yes,4583,764,1,D,0.27
2206-8886-3158,Bharat Hegde,26-02-2024,03-03-2024,Amazon,Part-time,20,Primary,51,Semi-urban,Sometimes,1404,234,1,A,0.27
4979-6633-5580,Amit Singh,26-02-2024,03-03-2024,Amazon,Part-time,19,Secondary,5,Urban,Sometimes,1056,176,1,A,0.27
6224-4837-3146,Varun Bhatt,26-02-2024,03-03-2024,Amazon,Full-time,33,Secondary,6,Urban,Always,3730,622,1,C,0.27
9548-4920-3613,Sita Hegde,26-02-2024,03-03-2024,Amazon,Full-time,22,Primary,23,Rural,No,3379,563,1,B,0.27
5511-3905-9262,Pushpa Rao,26-02-2024,03-03-2024,Amazon,Full-time,21,Secondary,20,Semi-urban,Yes,5211,868,1,D,0.27
4394-6808-6099,Vimala Shah,26-02-2024,03-03-2024,Amazon,Full-time,40,Secondary,21,Semi-urban,Yes,3854,642,1,C,0.27
4831-4995-7037,Sita Parekh,26-02-2024,03-03-2024,Amazon,Full-time,31,Primary,16,Rural,Always,3877,646,1,C,0.27
1269-6334-3728,Ravi Singh,26-02-2024,03-03-2024,Amazon,Part-time,30,Primary,33,Urban,Always,1979,330,1,A,0.27
3337-7610-1012,Anita Jain,26-02-2024,03-03-2024,Amazon,Full-time,44,Secondary,37,Semi-urban,Sometimes,5321,887,1,D,0.27
4940-1805-6603,Sarita Ali,26-02-2024,03-03-2024,Amazon,Full-time,19,Secondary,54,Semi-urban,Sometimes,4524,754,1,D,0.27
8560-9896-2115,Sumit Kumar,26-02-2024,03-03-2024,Amazon,Full-time,46,Secondary,43,Semi-urban,No,4454,742,1,D,0.27
5451-5314-8283,Kamla Gowda,26-02-2024,03-03-2024,Amazon,Full-time,35,Secondary,42,Urban,Yes,4371,728,1,D,0.27
1380-5070-5438,Ritesh Patel,26-02-2024,03-03-2024,Amazon,Full-time,41,Secondary,9,Urban,Yes,3703,617,1,C,0.27
4609-9133-4819,Amit Mishra,26-02-2024,03-03-2024,Amazon,Part-time,24,Secondary,16,Urban,Sometimes,2028,338,1,A,0.27
3459-1579-8738,Tarun Naidu,26-02-2024,03-03-2024,Amazon,Full-time,33,Secondary,43,Rural,Sometimes,5728,955,1,D,0.27
7329-6865-6886,Harish Kumar,26-02-2024,03-03-2024,Amazon,Part-time,25,Secondary,36,Urban,Yes,2848,475,1,B,0.27
6936-2496-9328,Sunil Bhat,26-02-2024,03-03-2024,Amazon,Part-time,32,Secondary,21,Rural,No,2379,396,1,A,0.27
6595-2186-8035,Ramesh Paul,26-02-2024,03-03-2024,Amazon,Full-time,27,Primary,32,Semi-urban,Always,4445,741,1,D,0.27
1364-5726-7613,Dinesh Shah,26-02-2024,03-03-2024,Amazon,Full-time,47,Secondary,47,Urban,Always,4174,696,1,D,0.27
4231-2372-4282,Varun Shah,26-02-2024,03-03-2024,Amazon,Part-time,39,Secondary,25,Urban,Sometimes,1453,242,1,A,0.27
1639-9454-1738,Padma Bose,26-02-2024,03-03-2024,Amazon,Full-time,48,Primary,5,Urban,No,4283,714,1,D,0.27
1365-1216-3667,Ravi Gupta,26-02-2024,03-03-2024,Amazon,Full-time,33,Secondary,52,Urban,Yes,4617,770,1,D,0.27
9585-7551-1282,Sita Chauhan,26-02-2024,03-03-2024,Amazon,Full-time,45,Secondary,34,Urban,Yes,4538,756,1,D,0.27
2440-9742-5006,Lalit Hegde,26-02-2024,03-03-2024,Amazon,Full-time,40,Primary,16,Rural,Yes,5537,923,1,D,0.27
8119-5398-8401,Deepak Amin,26-02-2024,03-03-2024,Amazon,Full-time,33,Primary,30,Urban,No,3103,517,1,B,0.27
9536-5487-9929,Ramesh Jain,26-02-2024,03-03-2024,Amazon,Full-time,32,Secondary,56,Urban,Yes,4923,820,1,D,0.27
9275-1761-4737,Lalita Bose,26-02-2024,03-03-2024,Amazon,Full-time,38,Primary,28,Semi-urban,Always,3636,606,1,C,0.27
3473-5694-9734,Sanjay Hegde,26-02-2024,03-03-2024,Amazon,Full-time,46,Secondary,25,Rural,No,4623,770,1,D,0.27
8538-5651-3019,Usha Qureshi,26-02-2024,03-03-2024,Amazon,Full-time,29,Primary,52,Urban,No,5158,860,1,D,0.27
5851-9238-5792,Deepak Iyer,26-02-2024,03-03-2024,Amazon,Full-time,25,Secondary,35,Urban,Yes,3538,590,1,C,0.27
1995-4204-5323,Yogesh Rajput,26-02-2024,03-03-2024,Amazon,Full-time,46,Primary,49,Semi-urban,No,4355,726,1,D,0.27
9066-5812-5044,Neha Malik,26-02-2024,03-03-2024,Amazon,Full-time,44,Secondary,29,Semi-urban,Always,3899,650,1,C,0.27
8466-1900-4700,Kavita Shenoy,26-02-2024,03-03-2024,Amazon,Full-time,24,Primary,1,Semi-urban,No,4173,696,1,D,0.27
2676-1661-7233,Kamla Ansari,26-02-2024,03-03-2024,Amazon,Full-time,42,Primary,60,Semi-urban,Yes,4349,725,1,D,0.27
9729-5078-9709,Shanti Pandey,26-02-2024,03-03-2024,Amazon,Full-time,22,Secondary,28,Urban,Sometimes,5016,836,1,D,0.27
9735-7101-8282,Deepak Naik,26-02-2024,03-03-2024,Amazon,Full-time,36,Primary,55,Semi-urban,Sometimes,5576,929,1,D,0.27
3378-9204-6948,Arun Das,26-02-2024,03-03-2024,Amazon,Full-time,47,Primary,41,Urban,Sometimes,5529,922,1,D,0.27
5550-7560-6627,Ritu Ahmed,26-02-2024,03-03-2024,Amazon,Full-time,37,Primary,59,Semi-urban,Sometimes,4710,785,1,D,0.27
4864-3874-7119,Divya Chatterjee,26-02-2024,03-03-2024,Amazon,Full-time,38,Primary,32,Rural,Always,5061,844,1,D,0.27
8031-8567-1256,Sanjay Ghosh,26-02-2024,03-03-2024,Ekart,Part-time,45,Secondary,60,Semi-urban,No,1117,186,1,A,0.31
7934-9201-3568,Satish Modi,26-02-2024,03-03-2024,Ekart,Full-time,33,Secondary,22,Semi-urban,Yes,3900,650,1,C,0.31
9840-7391-1437,Yogesh Kumar,26-02-2024,03-03-2024,Ekart,Full-time,26,Secondary,32,Semi-urban,No,3351,558,1,B,0.31
7001-5659-2958,Amit Mehta,26-02-2024,03-03-2024,Ekart,Full-time,36,Primary,41,Semi-urban,Yes,4369,728,1,D,0.31
9007-1153-6548,Shyam Parekh,26-02-2024,03-03-2024,Ekart,Full-time,24,Secondary,44,Semi-urban,No,2638,440,1,B,0.31
9232-9765-9480,Vinod Shah,26-02-2024,03-03-2024,Ekart,Full-time,40,Secondary,31,Urban,Yes,4770,795,1,D,0.31
7075-6470-5726,Prakash Khan,26-02-2024,03-03-2024,Ekart,Full-time,26,Secondary,11,Rural,Always,4574,762,1,D,0.31
4647-4190-4886,Sachin Patel,26-02-2024,03-03-2024,Ekart,Full-time,23,Secondary,60,Urban,No,4229,705,1,D,0.31
8832-1295-6372,Geeta Rajput,26-02-2024,03-03-2024,Ekart,Part-time,41,Secondary,4,Urban,Yes,1332,222,1,A,0.31
9459-3589-3492,Naresh Naidu,26-02-2024,03-03-2024,Ekart,Part-time,26,Secondary,54,Semi-urban,No,787,131,1,A,0.31
5123-7434-5080,Tarun Amin,26-02-2024,03-03-2024,Ekart,Full-time,44,Primary,4,Urban,Always,3441,574,1,B,0.31
9998-1196-2904,Prakash Ahmed,26-02-2024,03-03-2024,Ekart,Full-time,27,Secondary,18,Semi-urban,Sometimes,4527,754,1,D,0.31
2768-8501-8984,Praveen Banerjee,26-02-2024,03-03-2024,Ekart,Full-time,43,Secondary,2,Rural,Sometimes,3211,535,1,B,0.31
2599-6664-4192,Pradeep Shah,26-02-2024,03-03-2024,Ekart,Full-time,22,Primary,15,Semi-urban,Always,3698,616,1,C,0.31
1502-7401-9940,Ravi Patel,26-02-2024,03-03-2024,Ekart,Full-time,24,Primary,39,Semi-urban,Sometimes,2949,492,1,B,0.31
7668-7974-4742,Sita Islam,26-02-2024,03-03-2024,Ekart,Full-time,40,Secondary,5,Rural,Yes,3453,576,1,B,0.31
2648-8281-8986,Shanti Rao,26-02-2024,03-03-2024,Ekart,Full-time,25,Secondary,43,Urban,Rarely,3501,584,1,B,0.31
9157-3668-4315,Mamta Iyer,26-02-2024,03-03-2024,Ekart,Full-time,46,Secondary,33,Urban,Always,3802,634,1,C,0.31
8573-6512-1728,Padma Thakur,26-02-2024,03-03-2024,Ekart,Full-time,43,Secondary,46,Semi-urban,Yes,5168,861,1,D,0.31
6804-8724-6821,Mamta Paul,26-02-2024,03-03-2024,Ekart,Part-time,30,Secondary,23,Semi-urban,Always,1883,314,1,A,0.31
1455-5435-7016,Rajesh Hegde,26-02-2024,03-03-2024,Ekart,Full-time,39,Secondary,37,Urban,Yes,4590,765,1,D,0.31
9023-1820-1936,Rajesh Shah,26-02-2024,03-03-2024,Ekart,Full-time,30,Secondary,16,Semi-urban,No,3601,600,1,C,0.31
9112-3293-1037,Vimala Chatterjee,26-02-2024,03-03-2024,Ekart,Full-time,24,Secondary,22,Semi-urban,Yes,4450,742,1,D,0.31
3500-9794-9532,Asha Khan,26-02-2024,03-03-2024,Ekart,Full-time,38,Primary,35,Urban,Sometimes,4557,760,1,D,0.31
7911-2412-1499,Vishal Bhat,26-02-2024,03-03-2024,Ekart,Full-time,46,Primary,1,Urban,Yes,4541,757,1,D,0.31
5458-2600-8079,Aarav Ahmed,26-02-2024,03-03-2024,Ekart,Part-time,44,Secondary,14,Rural,Sometimes,1392,232,1,A,0.31
2609-2674-1106,Anil Sharma,26-02-2024,03-03-2024,Ekart,Full-time,32,Secondary,59,Semi-urban,Yes,3769,628,1,C,0.31
8312-9891-3626,Vimala Modi,26-02-2024,03-03-2024,Ekart,Full-time,22,Primary,24,Semi-urban,Sometimes,3360,560,1,B,0.31
4346-3791-1321,Rohit Siddiqui,26-02-2024,03-03-2024,Ekart,Full-time,26,Primary,37,Urban,Always,3979,663,1,C,0.31
5196-4344-8856,Asha Modi,26-02-2024,03-03-2024,Ekart,Part-time,23,Secondary,26,Urban,Sometimes,1804,301,1,A,0.31
6495-6067-6597,Naveen Ansari,26-02-2024,03-03-2024,Ekart,Full-time,37,Primary,46,Urban,Rarely,4570,762,1,D,0.31
5470-2093-5454,Usha Rajput,26-02-2024,03-03-2024,Ekart,Full-time,26,Primary,20,Urban,No,3890,648,1,C,0.31
5023-2669-6392,Tarun Modi,26-02-2024,03-03-2024,Ekart,Part-time,44,Secondary,50,Urban,No,1276,213,1,A,0.31
5636-9843-4026,Dinesh Naidu,26-02-2024,03-03-2024,Ekart,Full-time,40,Secondary,7,Urban,Sometimes,3376,563,1,B,0.31
2669-7347-6948,Nilesh Ansari,26-02-2024,03-03-2024,Ekart,Full-time,24,Primary,58,Rural,Sometimes,3997,666,1,C,0.31
2256-9496-1522,Nikhil Pillai,26-02-2024,03-03-2024,Ekart,Full-time,48,Primary,59,Urban,No,3543,590,1,C,0.31
1123-4845-3631,Vijay Modi,26-02-2024,03-03-2024,Ekart,Full-time,41,Primary,7,Semi-urban,Sometimes,2937,490,1,B,0.31
9742-4652-9363,Radha Shaikh,26-02-2024,03-03-2024,Ekart,Full-time,31,Primary,22,Rural,Yes,4764,794,1,D,0.31
6542-9149-1032,Sarita Yadav,26-02-2024,03-03-2024,Ekart,Full-time,41,Secondary,4,Rural,Yes,4276,713,1,D,0.31
3324-7953-1844,Vijay Sharma,26-02-2024,03-03-2024,Ekart,Full-time,25,Secondary,1,Urban,Yes,4179,696,1,D,0.31
6048-4906-2910,Sarita Modi,26-02-2024,03-03-2024,Ekart,Full-time,28,Secondary,58,Urban,No,3477,580,1,B,0.31
9894-9893-6612,Nilesh Shenoy,26-02-2024,03-03-2024,Ekart,Full-time,39,Secondary,34,Urban,No,4273,712,1,D,0.31
3807-7792-5341,Rohit Khan,26-02-2024,03-03-2024,Ekart,Full-time,43,Primary,50,Urban,Yes,3979,663,1,C,0.31
7699-7037-7589,Meena Gupta,26-02-2024,03-03-2024,Ekart,Full-time,22,Secondary,29,Urban,Yes,3065,511,1,B,0.31
4001-7245-3685,Savita Bhatt,26-02-2024,03-03-2024,Ekart,Part-time,34,Primary,47,Urban,Rarely,2022,337,1,A,0.31
5680-3005-5418,Sachin Das,26-02-2024,03-03-2024,Ekart,Full-time,20,Secondary,28,Rural,No,3777,630,1,C,0.31
1837-1339-6538,Mahesh Malik,26-02-2024,03-03-2024,Ekart,Full-time,39,Primary,6,Semi-urban,Always,4436,739,1,D,0.31
5558-9721-7990,Mamta Sen,26-02-2024,03-03-2024,Ekart,Full-time,21,Primary,1,Urban,Sometimes,3459,576,1,B,0.31
3760-1701-2126,Vinod Hussain,26-02-2024,03-03-2024,Ekart,Full-time,22,Primary,34,Semi-urban,Sometimes,4142,690,1,D,0.31
1512-9860-3209,Umesh Amin,26-02-2024,03-03-2024,Ekart,Full-time,20,Primary,24,Rural,Sometimes,3135,522,1,B,0.31
2927-5069-5480,Usha Siddiqui,26-02-2024,03-03-2024,Ekart,Part-time,31,Primary,40,Semi-urban,No,2232,372,1,A,0.31
3667-7876-6594,Naresh Bhat,26-02-2024,03-03-2024,Ekart,Part-time,24,Primary,35,Rural,Sometimes,1973,329,1,A,0.31
7125-2311-2980,Manoj Reddy,26-02-2024,03-03-2024,Ekart,Full-time,39,Secondary,22,Semi-urban,Rarely,3784,631,1,C,0.31
4277-5990-6396,Varun Gupta,26-02-2024,03-03-2024,Ekart,Full-time,32,Secondary,59,Semi-urban,Sometimes,3649,608,1,C,0.31
6196-3764-4181,Ganesh Kumar,26-02-2024,03-03-2024,Ekart,Full-time,47,Secondary,7,Urban,No,4539,756,1,D,0.31
6808-5031-5191,Manoj Siddiqui,26-02-2024,03-03-2024,Ekart,Part-time,28,Primary,9,Semi-urban,Sometimes,2362,394,1,A,0.31
2906-1935-9229,Dinesh Chatterjee,26-02-2024,03-03-2024,Ekart,Full-time,40,Primary,60,Semi-urban,Yes,4213,702,1,D,0.31
5134-6438-5831,Rahul Pandey,26-02-2024,03-03-2024,Ekart,Full-time,21,Primary,2,Urban,Yes,3650,608,1,C,0.31
2166-1879-8599,Dinesh Modi,26-02-2024,03-03-2024,Ekart,Full-time,32,Secondary,33,Urban,No,4016,669,1,C,0.31
5400-6850-2940,Laxmi Tiwari,26-02-2024,03-03-2024,Ekart,Full-time,22,Secondary,17,Urban,Sometimes,4125,688,1,D,0.31
5612-8502-8582,Shanti Naidu,26-02-2024,03-03-2024,Delhivery,Full-time,20,Primary,42,Urban,Sometimes,3472,579,1,B,0.36
1099-3113-2449,Anita Bhatt,26-02-2024,03-03-2024,Delhivery,Full-time,34,Primary,15,Semi-urban,Sometimes,2885,481,1,B,0.36
5987-3835-6925,Satish Thakur,26-02-2024,03-03-2024,Delhivery,Full-time,32,Secondary,34,Rural,Yes,3276,546,1,B,0.36
7430-9674-5855,Bharat Banerjee,26-02-2024,03-03-2024,Delhivery,Full-time,37,Secondary,43,Urban,No,3606,601,1,C,0.36
4644-7327-8179,Anita Paul,26-02-2024,03-03-2024,Delhivery,Full-time,33,Secondary,12,Semi-urban,Yes,3969,662,1,C,0.36
1862-9944-7412,Durga Bhatt,26-02-2024,03-03-2024,Delhivery,Full-time,47,Secondary,50,Semi-urban,Sometimes,3672,612,1,C,0.36
1981-3769-1663,Vishal Shetty,26-02-2024,03-03-2024,Delhivery,Full-time,45,Primary,20,Urban,Always,4200,700,1,D,0.36
6738-4064-3147,Rakesh Mukherjee,26-02-2024,03-03-2024,Delhivery,Full-time,30,Primary,31,Urban,No,4621,770,1,D,0.36
2583-6357-3282,Anita Modi,26-02-2024,03-03-2024,Delhivery,Part-time,38,Secondary,24,Semi-urban,No,1707,284,1,A,0.36
7249-3187-7723,Mohit Ali,26-02-2024,03-03-2024,Delhivery,Part-time,41,Secondary,20,Urban,Yes,2550,425,1,A,0.36
3877-9342-5256,Sumit Ali,26-02-2024,03-03-2024,Delhivery,Part-time,32,Primary,14,Urban,Yes,1402,234,1,A,0.36
8071-8576-8329,Divya Trivedi,26-02-2024,03-03-2024,Delhivery,Full-time,35,Secondary,59,Semi-urban,Always,3737,623,1,C,0.36
2719-1252-7336,Ritu Kamat,26-02-2024,03-03-2024,Delhivery,Full-time,25,Secondary,5,Semi-urban,Yes,3900,650,1,C,0.36
8418-4502-8986,Rakesh Desai,26-02-2024,03-03-2024,Delhivery,Full-time,42,Primary,52,Urban,No,2121,354,1,A,0.36
6748-8511-4875,Mukesh Joshi,26-02-2024,03-03-2024,Delhivery,Full-time,21,Secondary,5,Semi-urban,Yes,3452,575,1,B,0.36
5797-8603-4104,Lalita Modi,26-02-2024,03-03-2024,Delhivery,Full-time,24,Secondary,47,Urban,Sometimes,3962,660,1,C,0.36
1913-1753-6591,Satish Shenoy,26-02-2024,03-03-2024,Delhivery,Part-time,43,Primary,1,Urban,Yes,1718,286,1,A,0.36
6979-9831-3279,Praveen Rajput,26-02-2024,03-03-2024,Delhivery,Part-time,20,Secondary,7,Semi-urban,Always,1554,259,1,A,0.36
8500-8289-9537,Nilesh Sharma,26-02-2024,03-03-2024,Delhivery,Full-time,38,Secondary,38,Rural,No,4111,685,1,D,0.36
2684-6961-3879,Sunil Malik,26-02-2024,03-03-2024,Delhivery,Part-time,47,Secondary,40,Rural,Always,2253,376,1,A,0.36
1321-5336-5256,Shyam Trivedi,26-02-2024,03-03-2024,Delhivery,Part-time,24,Primary,23,Semi-urban,Sometimes,1977,330,1,A,0.36
7726-2862-8823,Vimala Pillai,26-02-2024,03-03-2024,Delhivery,Full-time,19,Secondary,15,Urban,Yes,3392,565,1,B,0.36
5864-6629-8835,Lokesh Verma,26-02-2024,03-03-2024,Delhivery,Full-time,36,Primary,50,Urban,No,2039,340,1,A,0.36
5998-6165-6950,Sarita Ahmed,26-02-2024,03-03-2024,Delhivery,Full-time,26,Secondary,54,Semi-urban,Yes,3334,556,1,B,0.36
9788-6499-1889,Padma Sharma,26-02-2024,03-03-2024,Delhivery,Full-time,41,Secondary,24,Rural,Yes,4503,750,1,D,0.36
2700-7445-8892,Ajay Das,26-02-2024,03-03-2024,Delhivery,Full-time,43,Primary,41,Urban,Yes,3781,630,1,C,0.36
5958-1314-4063,Suman Tiwari,26-02-2024,03-03-2024,Delhivery,Full-time,30,Primary,44,Semi-urban,Yes,3547,591,1,C,0.36
9329-4417-7309,Rekha Poojary,26-02-2024,03-03-2024,Delhivery,Full-time,22,Secondary,43,Rural,Yes,3635,606,1,C,0.36
9126-8412-3795,Vinod Islam,26-02-2024,03-03-2024,Delhivery,Full-time,33,Secondary,3,Rural,Yes,3707,618,1,C,0.36
6040-5876-8389,Manoj Dave,26-02-2024,03-03-2024,Delhivery,Full-time,19,Secondary,45,Semi-urban,No,3595,599,1,C,0.36
4643-9689-6282,Nisha Rajput,26-02-2024,03-03-2024,Delhivery,Full-time,38,Secondary,34,Semi-urban,Yes,3022,504,1,B,0.36
1987-5547-7635,Kapil Dey,26-02-2024,03-03-2024,Delhivery,Full-time,24,Secondary,59,Semi-urban,Always,1929,322,1,A,0.36
6333-7245-1404,Ritu Gupta,26-02-2024,03-03-2024,Delhivery,Full-time,27,Secondary,28,Urban,Yes,3579,596,1,C,0.36
8117-7929-8772,Lalit Malik,26-02-2024,03-03-2024,Delhivery,Full-time,25,Primary,50,Semi-urban,No,4239,706,1,D,0.36
7602-3934-5871,Mohit Amin,26-02-2024,03-03-2024,Delhivery,Full-time,25,Secondary,32,Urban,Always,4046,674,1,C,0.36
7125-8727-2057,Harish Joshi,26-02-2024,03-03-2024,Delhivery,Part-time,27,Primary,48,Urban,Sometimes,299,50,1,A,0.36
5999-8346-6133,Varun Reddy,26-02-2024,03-03-2024,Delhivery,Part-time,23,Primary,12,Urban,Yes,1315,219,1,A,0.36
6290-1666-2434,Ravi Ahmed,26-02-2024,03-03-2024,Delhivery,Full-time,30,Primary,50,Rural,Yes,4218,703,1,D,0.36
5492-8199-8516,Ritu Amin,26-02-2024,03-03-2024,Delhivery,Full-time,22,Primary,23,Semi-urban,Always,4583,764,1,D,0.36
2973-6073-4036,Nikhil Dave,26-02-2024,03-03-2024,Delhivery,Full-time,45,Primary,49,Urban,Sometimes,3354,559,1,B,0.36
4899-1022-7211,Amit Reddy,26-02-2024,03-03-2024,Delhivery,Full-time,27,Secondary,26,Rural,Sometimes,3576,596,1,C,0.36
8511-7298-3740,Radha Das,26-02-2024,03-03-2024,Delhivery,Full-time,21,Primary,19,Urban,Sometimes,3030,505,1,B,0.36
6604-7654-9546,Naveen Modi,26-02-2024,03-03-2024,Delhivery,Part-time,40,Primary,49,Semi-urban,No,1933,322,1,A,0.36
8461-5366-9651,Nilesh Gowda,26-02-2024,03-03-2024,Delhivery,Full-time,42,Primary,40,Urban,Sometimes,2983,497,1,B,0.36
3775-9974-6275,Rahul Thakur,26-02-2024,03-03-2024,Delhivery,Full-time,35,Primary,35,Semi-urban,No,2485,414,1,A,0.36
4276-2010-6228,Lalita Hussain,26-02-2024,03-03-2024,Delhivery,Full-time,48,Primary,29,Rural,No,3353,559,1,B,0.36
2116-3067-1674,Rekha Desai,26-02-2024,03-03-2024,Delhivery,Full-time,42,Secondary,57,Semi-urban,Yes,4224,704,1,D,0.36
8631-3121-8268,Rohit Chatterjee,26-02-2024,03-03-2024,Delhivery,Full-time,30,Primary,39,Urban,Yes,4238,706,1,D,0.36
6753-1346-5760,Shanti Amin,26-02-2024,03-03-2024,Delhivery,Part-time,22,Primary,17,Urban,Always,1184,197,1,A,0.36
5109-9416-5088,Vijay Khan,26-02-2024,03-03-2024,Delhivery,Full-time,38,Secondary,43,Semi-urban,No,2923,487,1,B,0.36
2886-9417-5363,Prakash Shetty,26-02-2024,03-03-2024,Delhivery,Full-time,38,Secondary,11,Urban,Yes,2984,497,1,B,0.36
5560-9189-6749,Gaurav Kumar,26-02-2024,03-03-2024,Delhivery,Full-time,43,Secondary,41,Semi-urban,Always,2592,432,1,A,0.36
5947-6172-5000,Asha Jain,26-02-2024,03-03-2024,Delhivery,Full-time,45,Primary,58,Urban,Always,3747,624,1,C,0.36
6777-3439-5887,Sunil Bhatt,26-02-2024,03-03-2024,Delhivery,Full-time,43,Primary,21,Urban,Rarely,3457,576,1,B,0.36
7793-4934-6349,Vijay Thakur,26-02-2024,03-03-2024,Delhivery,Full-time,29,Primary,29,Semi-urban,Rarely,5266,878,1,D,0.36
2438-2387-9170,Priya Chatterjee,26-02-2024,03-03-2024,Dunzo,Part-time,34,Secondary,19,Semi-urban,Always,1557,260,1,A,0.42
7487-4851-1905,Rakesh Thakur,26-02-2024,03-03-2024,Dunzo,Full-time,41,Secondary,21,Urban,Sometimes,3883,647,1,C,0.42
9828-2159-3406,Aarav Roy,26-02-2024,03-03-2024,Dunzo,Full-time,28,Secondary,19,Urban,Sometimes,4060,677,1,C,0.42
4061-2308-3601,Pradeep Shaikh,26-02-2024,03-03-2024,Dunzo,Full-time,25,Secondary,35,Semi-urban,Sometimes,4246,708,1,D,0.42
4619-6601-6408,Padma Bhatt,26-02-2024,03-03-2024,Dunzo,Full-time,41,Secondary,37,Urban,Yes,2938,490,1,B,0.42
8919-3727-2053,Praveen Bhat,26-02-2024,03-03-2024,Dunzo,Full-time,47,Primary,17,Urban,Always,2386,398,1,A,0.42
9481-2654-9452,Kapil Hegde,26-02-2024,03-03-2024,Dunzo,Full-time,33,Primary,22,Semi-urban,Always,3444,574,1,B,0.42
1572-1323-3492,Mohit Naidu,26-02-2024,03-03-2024,Dunzo,Part-time,47,Secondary,3,Urban,Yes,1872,312,1,A,0.42
1660-7607-3971,Manoj Trivedi,26-02-2024,03-03-2024,Dunzo,Full-time,30,Primary,40,Urban,Rarely,2776,463,1,B,0.42
5227-8577-1307,Radha Iyer,26-02-2024,03-03-2024,Dunzo,Full-time,38,Secondary,25,Urban,Yes,4048,675,1,C,0.42
