eshram_id,week_start,income_bracket
UAN-31-5109-9416-5088,12-02-2024,B
UAN-67-2886-9417-5363,12-02-2024,B
UAN-16-5560-9189-6749,12-02-2024,D
UAN-22-5947-6172-5000,12-02-2024,A
UAN-93-6777-3439-5887,12-02-2024,D
UAN-86-7793-4934-6349,12-02-2024,D
UAN-26-2438-2387-9170,12-02-2024,A
UAN-59-7487-4851-1905,12-02-2024,B
UAN-88-9828-2159-3406,12-02-2024,C
UAN-72-4061-2308-3601,12-02-2024,C
UAN-42-4619-6601-6408,12-02-2024,B
UAN-32-8919-3727-2053,12-02-2024,C
UAN-44-9481-2654-9452,12-02-2024,B
UAN-31-1572-1323-3492,12-02-2024,A
UAN-18-1660-7607-3971,12-02-2024,B
UAN-67-5227-8577-1307,12-02-2024,B
UAN-37-6771-6236-7161,12-02-2024,B
UAN-86-4465-4777-3713,12-02-2024,A
UAN-88-5974-2046-1311,12-02-2024,A
UAN-44-9980-6047-2819,12-02-2024,B
UAN-95-4208-2014-8395,12-02-2024,A
UAN-34-6323-9581-2367,12-02-2024,B
UAN-49-1499-5584-7603,12-02-2024,A
UAN-30-8357-6432-9198,12-02-2024,A
UAN-53-9040-5914-4655,12-02-2024,B
UAN-90-5109-8274-1285,12-02-2024,D
UAN-87-9261-9046-1608,12-02-2024,C
UAN-78-4854-1032-1196,12-02-2024,A
UAN-31-6835-4327-9739,12-02-2024,B
UAN-76-3364-2196-6398,12-02-2024,C
UAN-75-7671-6836-1676,12-02-2024,C
UAN-99-8126-4230-6414,12-02-2024,A
UAN-99-4180-9572-8985,12-02-2024,C
UAN-43-5079-3646-3077,12-02-2024,B
UAN-61-2400-3376-3339,12-02-2024,B
UAN-75-9920-4026-7185,12-02-2024,B
UAN-86-3686-5049-4800,12-02-2024,A
UAN-60-3934-5542-7702,12-02-2024,C
UAN-44-6135-4805-5605,12-02-2024,B
UAN-91-4448-5403-1398,12-02-2024,D
UAN-73-4708-8668-8628,12-02-2024,A
UAN-38-2335-9611-1121,12-02-2024,A
UAN-57-8070-7613-1909,12-02-2024,A
UAN-44-1595-1805-3262,12-02-2024,B
UAN-14-1015-6502-4755,12-02-2024,B
UAN-36-6417-3646-4360,12-02-2024,A
UAN-85-4302-3011-7837,12-02-2024,A
UAN-62-2024-2715-9869,12-02-2024,A
UAN-30-2042-5833-8155,12-02-2024,D
UAN-76-4113-3235-5227,12-02-2024,B
UAN-49-5386-8233-5206,12-02-2024,A
UAN-88-6469-9036-6851,12-02-2024,A
UAN-55-4332-3345-5245,12-02-2024,B
UAN-59-9828-6083-7369,12-02-2024,B
UAN-19-2315-5565-2950,12-02-2024,B
UAN-19-6432-7615-2711,12-02-2024,A
UAN-22-5261-6367-8576,12-02-2024,A
UAN-19-9114-9868-9592,12-02-2024,A
UAN-29-7614-1219-4858,12-02-2024,B
UAN-10-6718-8442-3547,12-02-2024,B
UAN-84-9271-8904-1121,12-02-2024,C
UAN-91-9774-7544-4734,12-02-2024,A
UAN-62-3757-5533-8291,12-02-2024,A
UAN-40-3700-8975-8328,12-02-2024,C
UAN-75-6658-1837-7096,12-02-2024,A
UAN-69-6600-9402-1991,12-02-2024,C
UAN-75-5175-3095-2616,12-02-2024,C
UAN-47-4226-2988-5451,12-02-2024,B
UAN-82-8962-1833-2315,12-02-2024,B
UAN-39-6581-1385-9779,12-02-2024,A
UAN-86-1316-3182-3102,12-02-2024,B
UAN-63-5279-6760-1948,12-02-2024,A
UAN-15-6684-1843-4043,12-02-2024,C
UAN-91-6818-7429-8016,12-02-2024,B
UAN-92-8079-7829-1460,12-02-2024,A
UAN-93-7256-8339-9462,12-02-2024,A
UAN-15-6041-2781-6418,12-02-2024,B
UAN-16-4482-2603-7750,12-02-2024,A
UAN-16-6414-6037-8077,12-02-2024,D
UAN-73-2483-4676-5279,12-02-2024,D
UAN-16-7804-3515-9206,12-02-2024,C
UAN-88-9797-8716-1961,12-02-2024,B
UAN-14-4462-9028-3672,12-02-2024,A
UAN-28-1735-4310-3302,12-02-2024,C
UAN-39-2551-6100-2942,12-02-2024,C
UAN-55-1348-9324-9910,12-02-2024,B
UAN-97-6465-3300-6600,12-02-2024,B
UAN-55-9457-8502-3009,12-02-2024,C
UAN-87-2033-2074-2058,12-02-2024,C
UAN-18-3746-6095-1214,12-02-2024,A
UAN-13-9455-6586-6436,12-02-2024,B
UAN-47-7351-8165-6845,12-02-2024,B
UAN-80-5009-4335-5100,12-02-2024,C
UAN-75-6915-8928-2630,12-02-2024,B
UAN-85-7406-5446-8105,12-02-2024,B
UAN-16-4209-5506-9159,12-02-2024,C
UAN-13-2239-6681-5708,12-02-2024,A
UAN-41-3326-6509-5579,12-02-2024,A
UAN-15-2521-5112-5365,12-02-2024,B
UAN-10-2033-2118-9585,12-02-2024,B
UAN-44-8014-3404-1919,12-02-2024,C
UAN-83-9202-6749-6844,12-02-2024,B
UAN-46-5014-9165-3640,12-02-2024,C
UAN-41-7753-1486-7826,12-02-2024,A
UAN-28-6180-9079-6426,12-02-2024,B
UAN-12-8521-8512-7159,12-02-2024,A
UAN-60-8327-5663-4874,12-02-2024,B
UAN-85-7377-8689-9316,12-02-2024,B
UAN-37-2268-5463-1782,12-02-2024,B
UAN-79-4070-6532-2454,12-02-2024,D
UAN-24-5271-2109-5451,12-02-2024,B
UAN-19-5297-6353-5050,12-02-2024,D
UAN-45-9001-7801-8730,12-02-2024,C
UAN-87-4634-5063-8818,12-02-2024,B
UAN-75-4139-7446-7687,12-02-2024,C
UAN-34-5373-2619-9934,12-02-2024,B
UAN-20-1555-3163-5853,12-02-2024,A
UAN-78-3047-2262-3071,12-02-2024,C
UAN-29-6417-1894-3945,12-02-2024,B
UAN-29-4822-8935-8605,12-02-2024,A
UAN-47-6834-7745-4886,12-02-2024,A
UAN-31-6826-1871-7520,12-02-2024,A
UAN-54-8757-2544-7734,12-02-2024,C
UAN-70-3340-7756-3915,12-02-2024,D
UAN-14-6573-4718-6955,12-02-2024,D
UAN-71-5370-6487-7772,12-02-2024,A
UAN-11-4118-4049-5677,12-02-2024,D
UAN-92-9959-7368-3780,12-02-2024,C
UAN-94-2240-3139-8297,12-02-2024,A
UAN-45-3942-2789-4617,12-02-2024,C
UAN-59-4927-4748-6169,12-02-2024,D
UAN-40-1862-8218-4480,12-02-2024,C
UAN-79-2111-8430-2288,12-02-2024,C
UAN-98-6218-5384-6149,12-02-2024,C
UAN-27-7264-5239-1887,12-02-2024,B
UAN-74-4696-7598-4562,12-02-2024,D
UAN-34-1322-5323-2045,12-02-2024,C
UAN-24-7831-2315-7694,12-02-2024,B
UAN-81-1915-5277-5334,12-02-2024,C
UAN-47-2466-6952-4429,12-02-2024,B
UAN-62-2890-3106-6044,12-02-2024,A
UAN-38-8862-1595-2899,12-02-2024,A
UAN-99-1613-9232-2974,12-02-2024,A
UAN-56-3567-7571-4188,12-02-2024,A
UAN-44-3401-3729-9774,12-02-2024,C
UAN-99-6500-9493-8365,12-02-2024,B
UAN-16-4872-7040-4666,12-02-2024,C
UAN-82-1484-7249-6499,12-02-2024,B
UAN-11-8685-9699-4233,12-02-2024,C
UAN-10-6547-5811-5618,12-02-2024,B
UAN-13-3061-3355-7797,12-02-2024,C
UAN-29-6326-9135-8321,12-02-2024,C
UAN-40-2070-9865-1623,12-02-2024,A
UAN-17-4988-8107-5587,12-02-2024,A
UAN-58-1146-2904-8391,12-02-2024,A
UAN-15-1617-6704-7185,12-02-2024,D
UAN-22-9252-3759-3336,12-02-2024,D
UAN-82-1799-2093-4593,12-02-2024,C
UAN-52-2229-3941-9805,12-02-2024,B
UAN-74-4575-5534-8473,12-02-2024,B
UAN-47-2382-5049-6367,12-02-2024,B
UAN-13-4300-7108-8649,12-02-2024,D
UAN-34-5061-5940-3963,12-02-2024,A
UAN-15-5942-9523-2599,12-02-2024,C
UAN-34-4899-3975-5662,12-02-2024,C
UAN-22-4479-1551-3816,12-02-2024,D
UAN-43-5624-4228-8500,12-02-2024,C
UAN-70-3161-2751-4469,12-02-2024,C
UAN-15-8988-9671-4407,12-02-2024,C
UAN-97-9404-3993-1691,12-02-2024,B
UAN-59-4080-1727-1034,12-02-2024,D
UAN-74-9977-6212-4855,12-02-2024,B
UAN-25-7775-7053-9446,12-02-2024,C
UAN-58-4691-4127-5162,12-02-2024,B
UAN-43-2956-8564-4689,12-02-2024,D
UAN-52-5980-1632-8862,12-02-2024,A
UAN-41-7333-9835-7270,12-02-2024,C
UAN-51-7750-1012-3323,12-02-2024,C
UAN-20-9875-4589-5207,12-02-2024,C
UAN-16-3621-5963-5898,12-02-2024,C
UAN-17-7832-6167-2215,12-02-2024,B
UAN-14-7730-2202-5691,12-02-2024,A
UAN-29-5022-3638-9422,12-02-2024,A
UAN-61-2118-7729-3810,12-02-2024,B
UAN-48-6505-9684-9306,12-02-2024,C
UAN-88-8344-6419-3058,12-02-2024,D
UAN-69-8755-1169-5596,12-02-2024,C
UAN-32-7056-7523-1176,12-02-2024,B
UAN-67-8132-7925-5463,12-02-2024,D
UAN-51-5822-9364-5125,12-02-2024,D
UAN-86-9265-8584-6075,12-02-2024,D
UAN-46-2607-1089-4413,12-02-2024,B
UAN-69-2878-3901-7066,12-02-2024,C
UAN-79-9630-7258-4744,12-02-2024,A
UAN-45-9580-8699-5763,12-02-2024,A
UAN-79-4058-6841-8721,12-02-2024,D
UAN-95-3629-6720-4784,12-02-2024,C
UAN-16-7768-5261-1697,12-02-2024,D
UAN-19-8788-5209-4660,12-02-2024,A
UAN-38-9736-4560-2907,12-02-2024,A
UAN-88-1968-3875-9262,12-02-2024,D
UAN-43-3102-8397-8216,12-02-2024,D
UAN-46-1380-6424-7833,12-02-2024,A
UAN-37-8337-3768-6140,12-02-2024,A
UAN-18-8269-1104-6188,12-02-2024,B
UAN-10-8020-2921-2114,12-02-2024,B
UAN-85-9350-8578-1054,12-02-2024,C
UAN-23-4228-8521-1010,12-02-2024,C
UAN-34-5992-2170-3781,12-02-2024,A
UAN-80-9314-1649-6154,12-02-2024,B
UAN-94-3896-9225-1083,12-02-2024,D
UAN-64-4447-8609-7975,12-02-2024,B
UAN-80-3867-4050-2614,12-02-2024,B
UAN-32-5298-6973-6743,12-02-2024,C
UAN-88-9727-8688-7973,12-02-2024,B
UAN-58-4953-7882-7764,12-02-2024,B
UAN-82-7421-2430-3385,12-02-2024,C
UAN-30-7267-5650-7034,12-02-2024,A
UAN-45-8226-3217-7206,12-02-2024,B
UAN-19-6542-5439-2604,12-02-2024,C
UAN-93-3292-5967-3586,12-02-2024,D
UAN-97-2892-7057-9673,12-02-2024,B
UAN-69-9567-9290-6285,12-02-2024,C
UAN-57-6092-5153-1696,12-02-2024,B
UAN-75-1422-6542-6146,12-02-2024,B
UAN-23-5900-8868-7961,12-02-2024,A
UAN-67-2895-2004-3220,12-02-2024,B
UAN-94-8768-2792-9432,12-02-2024,C
UAN-68-2754-5801-8725,12-02-2024,B
UAN-86-5950-7600-8162,12-02-2024,B
UAN-66-4472-3746-2545,12-02-2024,B
UAN-77-2640-1363-8065,19-02-2024,D
UAN-90-6217-9921-2907,19-02-2024,C
UAN-83-7349-3472-7936,19-02-2024,D
UAN-85-4112-3965-6397,19-02-2024,C
UAN-55-2396-3088-2429,19-02-2024,C
UAN-36-4963-7821-7884,19-02-2024,D
UAN-21-4232-5218-7253,19-02-2024,D
UAN-89-2746-6763-3672,19-02-2024,D
UAN-86-1230-1892-1086,19-02-2024,D
UAN-27-4387-6738-2811,19-02-2024,D
UAN-21-9265-4321-1594,19-02-2024,D
UAN-48-3496-4426-1355,19-02-2024,C
UAN-48-9969-4113-2677,19-02-2024,A
UAN-83-8660-5353-2598,19-02-2024,D
UAN-71-3391-4834-2854,19-02-2024,A
UAN-16-6918-6429-4550,19-02-2024,B
UAN-26-5779-5313-9445,19-02-2024,B
UAN-26-6010-8812-6995,19-02-2024,D
UAN-82-1628-1185-5009,19-02-2024,C
UAN-59-1621-9807-5954,19-02-2024,C
UAN-90-7558-2428-2814,19-02-2024,A
UAN-22-1688-6901-4145,19-02-2024,D
UAN-71-4414-1094-1798,19-02-2024,A
UAN-39-2987-8989-5637,19-02-2024,D
UAN-29-9046-6192-5651,19-02-2024,B
UAN-71-5860-2403-4817,19-02-2024,A
UAN-35-7800-1547-6954,19-02-2024,A
UAN-62-2738-7941-6804,19-02-2024,C
UAN-17-3256-5540-4851,19-02-2024,D
UAN-10-7140-7812-4750,19-02-2024,D
UAN-33-5573-3048-3614,19-02-2024,C
UAN-99-2206-8886-3158,19-02-2024,A
UAN-72-4979-6633-5580,19-02-2024,A
UAN-69-6224-4837-3146,19-02-2024,D
UAN-12-9548-4920-3613,19-02-2024,B
UAN-47-5511-3905-9262,19-02-2024,D
UAN-17-4394-6808-6099,19-02-2024,B
UAN-71-4831-4995-7037,19-02-2024,D
UAN-26-1269-6334-3728,19-02-2024,A
UAN-76-3337-7610-1012,19-02-2024,D
UAN-49-4940-1805-6603,19-02-2024,D
UAN-68-8560-9896-2115,19-02-2024,D
UAN-47-5451-5314-8283,19-02-2024,D
UAN-77-1380-5070-5438,19-02-2024,D
UAN-45-4609-9133-4819,19-02-2024,A
UAN-13-3459-1579-8738,19-02-2024,D
UAN-14-7329-6865-6886,19-02-2024,A
UAN-54-6936-2496-9328,19-02-2024,A
UAN-68-6595-2186-8035,19-02-2024,A
UAN-78-1364-5726-7613,19-02-2024,D
UAN-26-4231-2372-4282,19-02-2024,A
UAN-93-1639-9454-1738,19-02-2024,D
UAN-29-1365-1216-3667,19-02-2024,D
UAN-63-9585-7551-1282,19-02-2024,D
UAN-73-2440-9742-5006,19-02-2024,D
UAN-59-8119-5398-8401,19-02-2024,D
UAN-28-9536-5487-9929,19-02-2024,D
UAN-20-9275-1761-4737,19-02-2024,D
UAN-99-3473-5694-9734,19-02-2024,C
UAN-80-8538-5651-3019,19-02-2024,D
UAN-42-5851-9238-5792,19-02-2024,D
UAN-17-1995-4204-5323,19-02-2024,D
UAN-91-9066-5812-5044,19-02-2024,D
UAN-51-8466-1900-4700,19-02-2024,C
UAN-25-2676-1661-7233,19-02-2024,D
UAN-26-9729-5078-9709,19-02-2024,D
UAN-67-9735-7101-8282,19-02-2024,D
UAN-56-3378-9204-6948,19-02-2024,D
UAN-13-5550-7560-6627,19-02-2024,D
UAN-68-4864-3874-7119,19-02-2024,D
UAN-92-8031-8567-1256,19-02-2024,A
UAN-19-7934-9201-3568,19-02-2024,D
UAN-95-9840-7391-1437,19-02-2024,C
UAN-71-7001-5659-2958,19-02-2024,D
UAN-24-9007-1153-6548,19-02-2024,D
UAN-36-9232-9765-9480,19-02-2024,C
UAN-66-7075-6470-5726,19-02-2024,D
UAN-87-4647-4190-4886,19-02-2024,D
UAN-71-8832-1295-6372,19-02-2024,A
UAN-32-9459-3589-3492,19-02-2024,A
UAN-66-5123-7434-5080,19-02-2024,B
UAN-21-9998-1196-2904,19-02-2024,C
UAN-33-2768-8501-8984,19-02-2024,A
UAN-90-2599-6664-4192,19-02-2024,D
UAN-76-1502-7401-9940,19-02-2024,B
UAN-72-7668-7974-4742,19-02-2024,D
UAN-58-2648-8281-8986,19-02-2024,B
UAN-93-9157-3668-4315,19-02-2024,B
UAN-26-8573-6512-1728,19-02-2024,D
UAN-53-6804-8724-6821,19-02-2024,A
UAN-84-1455-5435-7016,19-02-2024,D
UAN-76-9023-1820-1936,19-02-2024,B
UAN-83-9112-3293-1037,19-02-2024,D
UAN-53-3500-9794-9532,19-02-2024,D
UAN-94-7911-2412-1499,19-02-2024,B
UAN-66-5458-2600-8079,19-02-2024,A
UAN-26-2609-2674-1106,19-02-2024,C
UAN-77-8312-9891-3626,19-02-2024,D
UAN-82-4346-3791-1321,19-02-2024,D
UAN-40-5196-4344-8856,19-02-2024,A
UAN-45-6495-6067-6597,19-02-2024,C
UAN-90-5470-2093-5454,19-02-2024,C
UAN-20-5023-2669-6392,19-02-2024,A
UAN-54-5636-9843-4026,19-02-2024,D
UAN-22-2669-7347-6948,19-02-2024,D
UAN-23-2256-9496-1522,19-02-2024,D
UAN-95-1123-4845-3631,19-02-2024,D
UAN-29-9742-4652-9363,19-02-2024,D
UAN-27-6542-9149-1032,19-02-2024,B
UAN-39-3324-7953-1844,19-02-2024,D
UAN-43-6048-4906-2910,19-02-2024,C
UAN-89-9894-9893-6612,19-02-2024,D
UAN-25-3807-7792-5341,19-02-2024,D
UAN-27-7699-7037-7589,19-02-2024,C
UAN-37-4001-7245-3685,19-02-2024,A
UAN-99-5680-3005-5418,19-02-2024,D
UAN-17-1837-1339-6538,19-02-2024,D
UAN-71-5558-9721-7990,19-02-2024,B
UAN-40-3760-1701-2126,19-02-2024,D
UAN-37-1512-9860-3209,19-02-2024,C
UAN-53-2927-5069-5480,19-02-2024,A
UAN-32-3667-7876-6594,19-02-2024,A
UAN-82-7125-2311-2980,19-02-2024,C
UAN-44-4277-5990-6396,19-02-2024,C
UAN-61-6196-3764-4181,19-02-2024,D
UAN-60-6808-5031-5191,19-02-2024,A
UAN-40-2906-1935-9229,19-02-2024,B
UAN-35-5134-6438-5831,19-02-2024,C
UAN-39-2166-1879-8599,19-02-2024,D
UAN-34-5400-6850-2940,19-02-2024,D
UAN-64-5612-8502-8582,19-02-2024,D
UAN-83-1099-3113-2449,19-02-2024,B
UAN-20-5987-3835-6925,19-02-2024,C
UAN-82-7430-9674-5855,19-02-2024,D
UAN-26-4644-7327-8179,19-02-2024,C
UAN-30-1862-9944-7412,19-02-2024,C
UAN-77-1981-3769-1663,19-02-2024,C
UAN-78-6738-4064-3147,19-02-2024,D
UAN-13-2583-6357-3282,19-02-2024,A
UAN-36-7249-3187-7723,19-02-2024,A
UAN-83-3877-9342-5256,19-02-2024,A
UAN-95-8071-8576-8329,19-02-2024,B
UAN-21-2719-1252-7336,19-02-2024,C
UAN-21-8418-4502-8986,19-02-2024,B
UAN-69-6748-8511-4875,19-02-2024,C
UAN-80-5797-8603-4104,19-02-2024,C
UAN-20-1913-1753-6591,19-02-2024,A
UAN-33-6979-9831-3279,19-02-2024,A
UAN-91-8500-8289-9537,19-02-2024,D
UAN-77-2684-6961-3879,19-02-2024,A
UAN-76-1321-5336-5256,19-02-2024,A
UAN-24-7726-2862-8823,19-02-2024,B
UAN-77-5864-6629-8835,19-02-2024,B
UAN-25-5998-6165-6950,19-02-2024,D
UAN-81-9788-6499-1889,19-02-2024,C
UAN-11-2700-7445-8892,19-02-2024,B
UAN-75-5958-1314-4063,19-02-2024,D
UAN-63-9329-4417-7309,19-02-2024,C
UAN-85-9126-8412-3795,19-02-2024,B
UAN-72-6040-5876-8389,19-02-2024,B
UAN-26-4643-9689-6282,19-02-2024,D
UAN-54-1987-5547-7635,19-02-2024,B
UAN-96-6333-7245-1404,19-02-2024,B
UAN-60-8117-7929-8772,19-02-2024,B
UAN-20-7602-3934-5871,19-02-2024,C
UAN-31-7125-8727-2057,19-02-2024,A
UAN-74-5999-8346-6133,19-02-2024,A
UAN-50-6290-1666-2434,19-02-2024,B
UAN-53-5492-8199-8516,19-02-2024,B
UAN-85-2973-6073-4036,19-02-2024,D
UAN-89-4899-1022-7211,19-02-2024,D
UAN-76-8511-7298-3740,19-02-2024,B
UAN-28-6604-7654-9546,19-02-2024,A
UAN-94-8461-5366-9651,19-02-2024,C
UAN-83-3775-9974-6275,19-02-2024,B
UAN-10-4276-2010-6228,19-02-2024,B
UAN-64-2116-3067-1674,19-02-2024,B
UAN-43-8631-3121-8268,19-02-2024,C
UAN-59-6753-1346-5760,19-02-2024,A
UAN-31-5109-9416-5088,19-02-2024,A
UAN-67-2886-9417-5363,19-02-2024,B
UAN-16-5560-9189-6749,19-02-2024,D
UAN-22-5947-6172-5000,19-02-2024,B
UAN-93-6777-3439-5887,19-02-2024,C
UAN-86-7793-4934-6349,19-02-2024,B
UAN-26-2438-2387-9170,19-02-2024,A
UAN-59-7487-4851-1905,19-02-2024,A
UAN-88-9828-2159-3406,19-02-2024,B
UAN-72-4061-2308-3601,19-02-2024,D
UAN-42-4619-6601-6408,19-02-2024,B
UAN-32-8919-3727-2053,19-02-2024,B
UAN-44-9481-2654-9452,19-02-2024,B
UAN-31-1572-1323-3492,19-02-2024,A
UAN-18-1660-7607-3971,19-02-2024,B
UAN-67-5227-8577-1307,19-02-2024,B
UAN-37-6771-6236-7161,19-02-2024,C
UAN-86-4465-4777-3713,19-02-2024,A
UAN-88-5974-2046-1311,19-02-2024,A
UAN-44-9980-6047-2819,19-02-2024,C
UAN-95-4208-2014-8395,19-02-2024,A
UAN-34-6323-9581-2367,19-02-2024,C
UAN-49-1499-5584-7603,19-02-2024,A
UAN-30-8357-6432-9198,19-02-2024,D
UAN-53-9040-5914-4655,19-02-2024,C
UAN-90-5109-8274-1285,19-02-2024,C
UAN-87-9261-9046-1608,19-02-2024,C
UAN-78-4854-1032-1196,19-02-2024,A
UAN-31-6835-4327-9739,19-02-2024,A
UAN-76-3364-2196-6398,19-02-2024,B
UAN-75-7671-6836-1676,19-02-2024,B
UAN-99-8126-4230-6414,19-02-2024,C
UAN-99-4180-9572-8985,19-02-2024,A
UAN-43-5079-3646-3077,19-02-2024,C
UAN-61-2400-3376-3339,19-02-2024,B
UAN-75-9920-4026-7185,19-02-2024,B
UAN-86-3686-5049-4800,19-02-2024,A
UAN-60-3934-5542-7702,19-02-2024,C
UAN-44-6135-4805-5605,19-02-2024,C
UAN-91-4448-5403-1398,19-02-2024,D
UAN-73-4708-8668-8628,19-02-2024,B
UAN-38-2335-9611-1121,19-02-2024,B
UAN-57-8070-7613-1909,19-02-2024,A
UAN-44-1595-1805-3262,19-02-2024,B
UAN-14-1015-6502-4755,19-02-2024,C
UAN-36-6417-3646-4360,19-02-2024,A
UAN-85-4302-3011-7837,19-02-2024,A
UAN-62-2024-2715-9869,19-02-2024,A
UAN-30-2042-5833-8155,19-02-2024,D
UAN-76-4113-3235-5227,19-02-2024,C
UAN-49-5386-8233-5206,19-02-2024,A
UAN-88-6469-9036-6851,19-02-2024,A
UAN-55-4332-3345-5245,19-02-2024,D
UAN-59-9828-6083-7369,19-02-2024,B
UAN-19-2315-5565-2950,19-02-2024,A
UAN-19-6432-7615-2711,19-02-2024,A
UAN-22-5261-6367-8576,19-02-2024,B
UAN-19-9114-9868-9592,19-02-2024,A
UAN-29-7614-1219-4858,19-02-2024,B
UAN-10-6718-8442-3547,19-02-2024,B
UAN-84-9271-8904-1121,19-02-2024,B
UAN-91-9774-7544-4734,19-02-2024,B
UAN-62-3757-5533-8291,19-02-2024,A
UAN-40-3700-8975-8328,19-02-2024,B
UAN-75-6658-1837-7096,19-02-2024,C
UAN-69-6600-9402-1991,19-02-2024,B
UAN-75-5175-3095-2616,19-02-2024,C
UAN-47-4226-2988-5451,19-02-2024,C
UAN-82-8962-1833-2315,19-02-2024,C
UAN-39-6581-1385-9779,19-02-2024,A
UAN-86-1316-3182-3102,19-02-2024,B
UAN-63-5279-6760-1948,19-02-2024,A
UAN-15-6684-1843-4043,19-02-2024,C
UAN-91-6818-7429-8016,19-02-2024,A
UAN-92-8079-7829-1460,19-02-2024,A
UAN-93-7256-8339-9462,19-02-2024,A
UAN-15-6041-2781-6418,19-02-2024,B
UAN-16-4482-2603-7750,19-02-2024,B
UAN-16-6414-6037-8077,19-02-2024,D
UAN-73-2483-4676-5279,19-02-2024,C
UAN-16-7804-3515-9206,19-02-2024,B
UAN-88-9797-8716-1961,19-02-2024,C
UAN-14-4462-9028-3672,19-02-2024,A
UAN-28-1735-4310-3302,19-02-2024,C
UAN-39-2551-6100-2942,19-02-2024,A
UAN-55-1348-9324-9910,19-02-2024,D
UAN-97-6465-3300-6600,19-02-2024,C
UAN-55-9457-8502-3009,19-02-2024,B
UAN-87-2033-2074-2058,19-02-2024,B
UAN-18-3746-6095-1214,19-02-2024,A
UAN-13-9455-6586-6436,19-02-2024,C
UAN-47-7351-8165-6845,19-02-2024,C
UAN-80-5009-4335-5100,19-02-2024,C
UAN-75-6915-8928-2630,19-02-2024,C
UAN-85-7406-5446-8105,19-02-2024,B
UAN-16-4209-5506-9159,19-02-2024,B
UAN-13-2239-6681-5708,19-02-2024,A
UAN-41-3326-6509-5579,19-02-2024,B
UAN-15-2521-5112-5365,19-02-2024,B
UAN-10-2033-2118-9585,19-02-2024,B
UAN-44-8014-3404-1919,19-02-2024,C
UAN-83-9202-6749-6844,19-02-2024,C
UAN-46-5014-9165-3640,19-02-2024,B
UAN-41-7753-1486-7826,19-02-2024,A
UAN-28-6180-9079-6426,19-02-2024,C
UAN-12-8521-8512-7159,19-02-2024,A
UAN-60-8327-5663-4874,19-02-2024,B
UAN-85-7377-8689-9316,19-02-2024,A
UAN-37-2268-5463-1782,19-02-2024,B
UAN-79-4070-6532-2454,19-02-2024,B
UAN-24-5271-2109-5451,19-02-2024,B
UAN-19-5297-6353-5050,19-02-2024,D
UAN-45-9001-7801-8730,19-02-2024,B
UAN-87-4634-5063-8818,19-02-2024,A
UAN-75-4139-7446-7687,19-02-2024,A
UAN-34-5373-2619-9934,19-02-2024,B
UAN-20-1555-3163-5853,19-02-2024,A
UAN-78-3047-2262-3071,19-02-2024,C
UAN-29-6417-1894-3945,19-02-2024,B
UAN-29-4822-8935-8605,19-02-2024,A
UAN-47-6834-7745-4886,19-02-2024,A
UAN-31-6826-1871-7520,19-02-2024,A
UAN-54-8757-2544-7734,19-02-2024,C
UAN-70-3340-7756-3915,19-02-2024,B
UAN-14-6573-4718-6955,19-02-2024,A
UAN-71-5370-6487-7772,19-02-2024,B
UAN-11-4118-4049-5677,19-02-2024,D
UAN-92-9959-7368-3780,19-02-2024,C
UAN-94-2240-3139-8297,19-02-2024,A
UAN-45-3942-2789-4617,19-02-2024,B
UAN-59-4927-4748-6169,19-02-2024,C
UAN-40-1862-8218-4480,19-02-2024,C
UAN-79-2111-8430-2288,19-02-2024,B
UAN-98-6218-5384-6149,19-02-2024,C
UAN-27-7264-5239-1887,19-02-2024,B
UAN-74-4696-7598-4562,19-02-2024,C
UAN-34-1322-5323-2045,19-02-2024,B
UAN-24-7831-2315-7694,19-02-2024,D
UAN-81-1915-5277-5334,19-02-2024,C
UAN-47-2466-6952-4429,19-02-2024,B
UAN-62-2890-3106-6044,19-02-2024,A
UAN-38-8862-1595-2899,19-02-2024,C
UAN-99-1613-9232-2974,19-02-2024,A
UAN-56-3567-7571-4188,19-02-2024,A
UAN-44-3401-3729-9774,19-02-2024,B
UAN-99-6500-9493-8365,19-02-2024,C
UAN-16-4872-7040-4666,19-02-2024,A
UAN-82-1484-7249-6499,19-02-2024,B
UAN-11-8685-9699-4233,19-02-2024,B
UAN-10-6547-5811-5618,19-02-2024,B
UAN-13-3061-3355-7797,19-02-2024,B
UAN-29-6326-9135-8321,19-02-2024,B
UAN-40-2070-9865-1623,19-02-2024,A
UAN-17-4988-8107-5587,19-02-2024,A
UAN-58-1146-2904-8391,19-02-2024,A
UAN-15-1617-6704-7185,19-02-2024,D
UAN-22-9252-3759-3336,19-02-2024,D
UAN-82-1799-2093-4593,19-02-2024,B
UAN-52-2229-3941-9805,19-02-2024,C
UAN-74-4575-5534-8473,19-02-2024,D
UAN-47-2382-5049-6367,19-02-2024,C
UAN-13-4300-7108-8649,19-02-2024,C
UAN-34-5061-5940-3963,19-02-2024,A
UAN-15-5942-9523-2599,19-02-2024,C
UAN-34-4899-3975-5662,19-02-2024,B
UAN-22-4479-1551-3816,19-02-2024,D
UAN-43-5624-4228-8500,19-02-2024,B
UAN-70-3161-2751-4469,19-02-2024,B
UAN-15-8988-9671-4407,19-02-2024,D
UAN-97-9404-3993-1691,19-02-2024,C
UAN-59-4080-1727-1034,19-02-2024,D
UAN-74-9977-6212-4855,19-02-2024,C
